"","X","V1","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","totRev"
"1229",1229,4704,536987,"90195B","BLACK GEMSTONE BRACELET",1,"12/3/2010 14:54",8.95,17198,"United Kingdom",8.95
"1230",1230,4705,536987,"90196B","BLACK GEMSTONE NECKLACE 45CM",1,"12/3/2010 14:54",12.75,17198,"United Kingdom",12.75
"1231",1231,4706,536987,"90198B","VINTAGE ROSE BEAD BRACELET BLACK",1,"12/3/2010 14:54",4.25,17198,"United Kingdom",4.25
"1232",1232,4707,536987,"90152B","BLUE/GREEN SHELL NECKLACE W PENDANT",1,"12/3/2010 14:54",5.95,17198,"United Kingdom",5.95
"1233",1233,4708,536987,"90151","SILVER/NATURAL SHELL NECKLACE",1,"12/3/2010 14:54",8.5,17198,"United Kingdom",8.5
"1234",1234,4709,536987,"22482","BLUE TEA TOWEL CLASSIC DESIGN",12,"12/3/2010 14:54",1.25,17198,"United Kingdom",15
"1235",1235,4710,536987,"48184","DOORMAT ENGLISH ROSE",1,"12/3/2010 14:54",7.95,17198,"United Kingdom",7.95
"1236",1236,4711,536987,"48194","DOORMAT HEARTS",1,"12/3/2010 14:54",7.95,17198,"United Kingdom",7.95
"1237",1237,4712,536987,"20685","DOORMAT RED RETROSPOT",2,"12/3/2010 14:54",7.95,17198,"United Kingdom",15.9
"1238",1238,4713,536987,"21818","GLITTER CHRISTMAS HEART",36,"12/3/2010 14:54",0.85,17198,"United Kingdom",30.6
"1239",1239,4714,536987,"20661","BLUE POLKADOT PURSE",1,"12/3/2010 14:54",2.95,17198,"United Kingdom",2.95
"1240",1240,4715,536987,"20615","BLUE POLKADOT PASSPORT COVER",1,"12/3/2010 14:54",2.1,17198,"United Kingdom",2.1
"1241",1241,4716,536987,"20773","BLUE PAISLEY NOTEBOOK",2,"12/3/2010 14:54",1.65,17198,"United Kingdom",3.3
"1242",1242,4717,536987,"21850","BLUE  DIAMANTE PEN IN GIFT BOX",2,"12/3/2010 14:54",4.95,17198,"United Kingdom",9.9
"1243",1243,4718,536987,"20652","BLUE POLKADOT LUGGAGE TAG",2,"12/3/2010 14:54",1.25,17198,"United Kingdom",2.5
"1244",1244,4719,536987,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"12/3/2010 14:54",2.95,17198,"United Kingdom",17.7
"1245",1245,4720,536987,"22813","PACK 3 BOXES BIRD PANNETONE",4,"12/3/2010 14:54",1.95,17198,"United Kingdom",7.8
"1246",1246,4721,536987,"21845","DAIRY MAID STRIPE MUG",6,"12/3/2010 14:54",2.95,17198,"United Kingdom",17.7
"1247",1247,4722,536987,"21034","REX CASH+CARRY JUMBO SHOPPER",2,"12/3/2010 14:54",0.95,17198,"United Kingdom",1.9
"1248",1248,4723,536987,"22467","GUMBALL COAT RACK",2,"12/3/2010 14:54",2.55,17198,"United Kingdom",5.1
"1249",1249,4724,536987,"22781","GUMBALL MAGAZINE RACK",2,"12/3/2010 14:54",7.65,17198,"United Kingdom",15.3
"1250",1250,4725,536987,"21623","VINTAGE UNION JACK MEMOBOARD",2,"12/3/2010 14:54",9.95,17198,"United Kingdom",19.9
"1251",1251,4726,536987,"22304","COFFEE MUG BLUE PAISLEY DESIGN",1,"12/3/2010 14:54",2.55,17198,"United Kingdom",2.55
"1252",1252,4727,536987,"20967","GREY FLORAL FELTCRAFT SHOULDER BAG",1,"12/3/2010 14:54",3.75,17198,"United Kingdom",3.75
"1253",1253,4728,536987,"22398","MAGNETS PACK OF 4 SWALLOWS",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1254",1254,4729,536987,"20854","BLUE PATCH PURSE PINK HEART",1,"12/3/2010 14:54",1.65,17198,"United Kingdom",1.65
"1255",1255,4730,536987,"22733","3D TRADITIONAL CHRISTMAS STICKERS",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1256",1256,4731,536987,"84877D","BLUE ROUND COMPACT MIRROR",1,"12/3/2010 14:54",3.75,17198,"United Kingdom",3.75
"1257",1257,4732,536987,"20657","TROPICAL LUGGAGE TAG",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1258",1258,4733,536987,"16237","SLEEPING CAT ERASERS",1,"12/3/2010 14:54",0.21,17198,"United Kingdom",0.21
"1259",1259,4734,536987,"22578","WOODEN STAR CHRISTMAS SCANDINAVIAN",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1260",1260,4735,536987,"47422","ASSORTED MONKEY SUCTION CUP HOOK",1,"12/3/2010 14:54",0.42,17198,"United Kingdom",0.42
"1261",1261,4736,536987,"22292","HANGING CHICK  YELLOW DECORATION",1,"12/3/2010 14:54",1.45,17198,"United Kingdom",1.45
"1262",1262,4737,536987,"22940","FELTCRAFT CHRISTMAS FAIRY",1,"12/3/2010 14:54",4.25,17198,"United Kingdom",4.25
"1263",1263,4738,536987,"10120","DOGGY RUBBER",2,"12/3/2010 14:54",0.21,17198,"United Kingdom",0.42
"1264",1264,4739,536987,"20774","GREEN FERN NOTEBOOK",1,"12/3/2010 14:54",1.65,17198,"United Kingdom",1.65
"1265",1265,4740,536987,"20773","BLUE PAISLEY NOTEBOOK",3,"12/3/2010 14:54",1.65,17198,"United Kingdom",4.95
"1266",1266,4741,536987,"22753","SMALL YELLOW BABUSHKA NOTEBOOK",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1267",1267,4742,536987,"22754","SMALL RED BABUSHKA NOTEBOOK",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1268",1268,4743,536987,"22961","JAM MAKING SET PRINTED",1,"12/3/2010 14:54",1.45,17198,"United Kingdom",1.45
"1269",1269,4744,536987,"21642","ASSORTED TUTTI FRUTTI PEN",2,"12/3/2010 14:54",0.85,17198,"United Kingdom",1.7
"1270",1270,4745,536987,"20658","RED RETROSPOT LUGGAGE TAG",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1271",1271,4746,536987,"20982","12 PENCILS TALL TUBE SKULLS",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1272",1272,4747,536987,"22651","GENTLEMAN SHIRT REPAIR KIT",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1273",1273,4748,536987,"85178","VICTORIAN SEWING KIT",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1274",1274,4749,536987,"22396","MAGNETS PACK OF 4 RETRO PHOTO",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1275",1275,4750,536987,"16238","PARTY TIME PENCIL ERASERS",1,"12/3/2010 14:54",0.21,17198,"United Kingdom",0.21
"1276",1276,4751,536987,"47503H","ASS FLORAL PRINT SPIRIT LEVEL",1,"12/3/2010 14:54",1.95,17198,"United Kingdom",1.95
"1277",1277,4752,536987,"72130","COLUMBIAN CANDLE ROUND",1,"12/3/2010 14:54",0.65,17198,"United Kingdom",0.65
"1278",1278,4753,536987,"72128","COLUMBIAN CANDLE ROUND",1,"12/3/2010 14:54",0.85,17198,"United Kingdom",0.85
"1279",1279,4754,536987,"72127","COLUMBIAN CANDLE ROUND",1,"12/3/2010 14:54",1.25,17198,"United Kingdom",1.25
"1280",1280,4755,536987,"21928","JUMBO BAG SCANDINAVIAN PAISLEY",1,"12/3/2010 14:54",1.95,17198,"United Kingdom",1.95
"1578",1578,5642,537111,"22974","CHILDRENS DOLLY GIRL MUG",6,"12/5/2010 12:08",1.65,14810,"United Kingdom",9.9
"1579",1579,5643,537111,"22972","CHILDREN'S SPACEBOY MUG",6,"12/5/2010 12:08",1.65,14810,"United Kingdom",9.9
"1580",1580,5644,537111,"21929","JUMBO BAG PINK VINTAGE PAISLEY",5,"12/5/2010 12:08",1.95,14810,"United Kingdom",9.75
"1581",1581,5645,537111,"85099F","JUMBO BAG STRAWBERRY",10,"12/5/2010 12:08",1.95,14810,"United Kingdom",19.5
"1582",1582,5646,537111,"22385","JUMBO BAG SPACEBOY DESIGN",5,"12/5/2010 12:08",1.95,14810,"United Kingdom",9.75
"1583",1583,5647,537111,"22899","CHILDREN'S APRON DOLLY GIRL",4,"12/5/2010 12:08",2.1,14810,"United Kingdom",8.4
"1584",1584,5648,537111,"21169","YOU'RE CONFUSING ME METAL SIGN",1,"12/5/2010 12:08",1.69,14810,"United Kingdom",1.69
"1585",1585,5649,537111,"22382","LUNCH BAG SPACEBOY DESIGN",5,"12/5/2010 12:08",1.65,14810,"United Kingdom",8.25
"1586",1586,5650,537111,"22634","CHILDS BREAKFAST SET SPACEBOY",1,"12/5/2010 12:08",9.95,14810,"United Kingdom",9.95
"1587",1587,5651,537111,"22804","CANDLEHOLDER PINK HANGING HEART",2,"12/5/2010 12:08",2.95,14810,"United Kingdom",5.9
"1588",1588,5652,537111,"22635","CHILDS BREAKFAST SET DOLLY GIRL",1,"12/5/2010 12:08",9.95,14810,"United Kingdom",9.95
"1589",1589,5653,537111,"20981","12 PENCILS TALL TUBE WOODLAND",4,"12/5/2010 12:08",0.85,14810,"United Kingdom",3.4
"1590",1590,5654,537111,"22637","PIGGY BANK RETROSPOT",1,"12/5/2010 12:08",2.55,14810,"United Kingdom",2.55
"1591",1591,5655,537111,"21871","SAVE THE PLANET MUG",6,"12/5/2010 12:08",1.25,14810,"United Kingdom",7.5
"1592",1592,5656,537111,"82482","WOODEN PICTURE FRAME WHITE FINISH",2,"12/5/2010 12:08",2.55,14810,"United Kingdom",5.1
"1593",1593,5657,537111,"22637","PIGGY BANK RETROSPOT",1,"12/5/2010 12:08",2.55,14810,"United Kingdom",2.55
"1594",1594,5658,537111,"22726","ALARM CLOCK BAKELIKE GREEN",1,"12/5/2010 12:08",3.75,14810,"United Kingdom",3.75
"1595",1595,5659,537111,"22727","ALARM CLOCK BAKELIKE RED",1,"12/5/2010 12:08",3.75,14810,"United Kingdom",3.75
"1596",1596,5660,537111,"22551","PLASTERS IN TIN SPACEBOY",5,"12/5/2010 12:08",1.65,14810,"United Kingdom",8.25
"1597",1597,5661,537111,"22557","PLASTERS IN TIN VINTAGE PAISLEY",5,"12/5/2010 12:08",1.65,14810,"United Kingdom",8.25
"1598",1598,5662,537111,"85232B","SET OF 3 BABUSHKA STACKING TINS",3,"12/5/2010 12:08",4.95,14810,"United Kingdom",14.85
"1599",1599,5663,537111,"22630","DOLLY GIRL LUNCH BOX",4,"12/5/2010 12:08",1.95,14810,"United Kingdom",7.8
"1600",1600,5664,537111,"22629","SPACEBOY LUNCH BOX",5,"12/5/2010 12:08",1.95,14810,"United Kingdom",9.75
"1914",1914,6577,537159,"22112","CHOCOLATE HOT WATER BOTTLE",6,"12/5/2010 13:17",4.95,14527,"United Kingdom",29.7
"1915",1915,6578,537159,"22111","SCOTTIE DOG HOT WATER BOTTLE",1,"12/5/2010 13:17",4.95,14527,"United Kingdom",4.95
"1916",1916,6579,537159,"21479","WHITE SKULL HOT WATER BOTTLE",1,"12/5/2010 13:17",3.75,14527,"United Kingdom",3.75
"1917",1917,6580,537159,"22114","HOT WATER BOTTLE TEA AND SYMPATHY",6,"12/5/2010 13:17",3.95,14527,"United Kingdom",23.7
"1918",1918,6581,537159,"35598B","BLACK CHRISTMAS TREE 60CM",1,"12/5/2010 13:17",2.95,14527,"United Kingdom",2.95
"1919",1919,6582,537159,"22866","HAND WARMER SCOTTY DOG DESIGN",3,"12/5/2010 13:17",2.1,14527,"United Kingdom",6.3
"1920",1920,6583,537159,"22865","HAND WARMER OWL DESIGN",7,"12/5/2010 13:17",2.1,14527,"United Kingdom",14.7
"1921",1921,6584,537159,"22632","HAND WARMER RED RETROSPOT",3,"12/5/2010 13:17",2.1,14527,"United Kingdom",6.3
"1922",1922,6585,537159,"22684","FRENCH BLUE METAL DOOR SIGN 9",1,"12/5/2010 13:17",1.25,14527,"United Kingdom",1.25
"1923",1923,6586,537159,"22676","FRENCH BLUE METAL DOOR SIGN 1",1,"12/5/2010 13:17",1.25,14527,"United Kingdom",1.25
"1924",1924,6587,537159,"21481","FAWN BLUE HOT WATER BOTTLE",1,"12/5/2010 13:17",2.95,14527,"United Kingdom",2.95
"1925",1925,6588,537159,"84032A","CHARLIE+LOLA PINK HOT WATER BOTTLE",1,"12/5/2010 13:17",2.95,14527,"United Kingdom",2.95
"1926",1926,6589,537159,"21217","RED RETROSPOT ROUND CAKE TINS",1,"12/5/2010 13:17",9.95,14527,"United Kingdom",9.95
"1927",1927,6590,537159,"22946","WOODEN ADVENT CALENDAR CREAM",2,"12/5/2010 13:17",16.95,14527,"United Kingdom",33.9
"1928",1928,6591,537159,"22694","WICKER STAR",2,"12/5/2010 13:17",2.1,14527,"United Kingdom",4.2
"1929",1929,6592,537159,"82011B","BATHROOM SCALES RUBBER DUCKS",1,"12/5/2010 13:17",3.75,14527,"United Kingdom",3.75
"1930",1930,6593,537159,"22898","CHILDRENS APRON APPLES DESIGN",2,"12/5/2010 13:17",1.95,14527,"United Kingdom",3.9
"1931",1931,6594,537159,"22667","RECIPE BOX RETROSPOT",1,"12/5/2010 13:17",2.95,14527,"United Kingdom",2.95
"1932",1932,6595,537159,"22357","KINGS CHOICE BISCUIT TIN",1,"12/5/2010 13:17",4.25,14527,"United Kingdom",4.25
"1933",1933,6596,537159,"21630","FLOOR CUSHION ELEPHANT CARNIVAL",1,"12/5/2010 13:17",8.95,14527,"United Kingdom",8.95
"1934",1934,6597,537159,"21623","VINTAGE UNION JACK MEMOBOARD",1,"12/5/2010 13:17",9.95,14527,"United Kingdom",9.95
"1935",1935,6598,537159,"82484","WOOD BLACK BOARD ANT WHITE FINISH",1,"12/5/2010 13:17",6.45,14527,"United Kingdom",6.45
"1936",1936,6599,537159,"22765","NEWSPAPER STAND",1,"12/5/2010 13:17",14.95,14527,"United Kingdom",14.95
"1937",1937,6600,537159,"22193","RED DINER WALL CLOCK",2,"12/5/2010 13:17",8.5,14527,"United Kingdom",17
"1938",1938,6601,537159,"22072","RED RETROSPOT TEA CUP AND SAUCER",6,"12/5/2010 13:17",3.75,14527,"United Kingdom",22.5
"1939",1939,6602,537159,"84997A","GREEN 3 PIECE POLKADOT CUTLERY SET",1,"12/5/2010 13:17",3.75,14527,"United Kingdom",3.75
"1940",1940,6603,537159,"84997B","RED 3 PIECE RETROSPOT CUTLERY SET",2,"12/5/2010 13:17",3.75,14527,"United Kingdom",7.5
"1941",1941,6604,537159,"21258","VICTORIAN SEWING BOX LARGE",3,"12/5/2010 13:17",12.75,14527,"United Kingdom",38.25
"1942",1942,6605,537160,"22605","WOODEN CROQUET GARDEN SET",1,"12/5/2010 13:18",14.95,14161,"United Kingdom",14.95
"1943",1943,6606,537160,"22297","HEART IVORY TRELLIS SMALL",8,"12/5/2010 13:18",1.25,14161,"United Kingdom",10
"1944",1944,6607,537160,"22296","HEART IVORY TRELLIS LARGE",8,"12/5/2010 13:18",1.65,14161,"United Kingdom",13.2
"1945",1945,6608,537160,"21811","CHRISTMAS HANGING HEART WITH BELL",10,"12/5/2010 13:18",1.25,14161,"United Kingdom",12.5
"1946",1946,6609,537160,"20974","12 PENCILS SMALL TUBE SKULL",6,"12/5/2010 13:18",0.65,14161,"United Kingdom",3.9
"1947",1947,6610,537160,"21810","CHRISTMAS HANGING STAR WITH BELL",6,"12/5/2010 13:18",1.25,14161,"United Kingdom",7.5
"1948",1948,6611,537160,"21809","CHRISTMAS HANGING TREE WITH BELL",6,"12/5/2010 13:18",1.25,14161,"United Kingdom",7.5
"1949",1949,6612,537160,"21754","HOME BUILDING BLOCK WORD",6,"12/5/2010 13:18",5.95,14161,"United Kingdom",35.7
"1950",1950,6613,537160,"20878","SET/9 CHRISTMAS T-LIGHTS SCENTED",4,"12/5/2010 13:18",1.25,14161,"United Kingdom",5
"1951",1951,6614,537160,"84406B","CREAM CUPID HEARTS COAT HANGER",3,"12/5/2010 13:18",3.25,14161,"United Kingdom",9.75
"1952",1952,6615,537160,"22158","3 HEARTS HANGING DECORATION RUSTIC",6,"12/5/2010 13:18",2.95,14161,"United Kingdom",17.7
"1953",1953,6616,537160,"22752","SET 7 BABUSHKA NESTING BOXES",2,"12/5/2010 13:18",8.5,14161,"United Kingdom",17
"1954",1954,6617,537160,"22694","WICKER STAR",3,"12/5/2010 13:18",2.1,14161,"United Kingdom",6.3
"1955",1955,6618,537160,"22086","PAPER CHAIN KIT 50'S CHRISTMAS",3,"12/5/2010 13:18",2.95,14161,"United Kingdom",8.85
"1956",1956,6619,537160,"22865","HAND WARMER OWL DESIGN",1,"12/5/2010 13:18",2.1,14161,"United Kingdom",2.1
"1957",1957,6620,537160,"22866","HAND WARMER SCOTTY DOG DESIGN",4,"12/5/2010 13:18",2.1,14161,"United Kingdom",8.4
"1958",1958,6621,537160,"22633","HAND WARMER UNION JACK",7,"12/5/2010 13:18",2.1,14161,"United Kingdom",14.7
"1959",1959,6622,537160,"22470","HEART OF WICKER LARGE",10,"12/5/2010 13:18",2.95,14161,"United Kingdom",29.5
"1960",1960,6623,537160,"20977","36 PENCILS TUBE WOODLAND",4,"12/5/2010 13:18",1.25,14161,"United Kingdom",5
"1961",1961,6624,537160,"22553","PLASTERS IN TIN SKULLS",4,"12/5/2010 13:18",1.65,14161,"United Kingdom",6.6
"1962",1962,6625,537160,"22557","PLASTERS IN TIN VINTAGE PAISLEY",2,"12/5/2010 13:18",1.65,14161,"United Kingdom",3.3
"1963",1963,6626,537160,"22748","POPPY'S PLAYHOUSE KITCHEN",1,"12/5/2010 13:18",2.1,14161,"United Kingdom",2.1
"1964",1964,6627,537160,"22745","POPPY'S PLAYHOUSE BEDROOM",1,"12/5/2010 13:18",2.1,14161,"United Kingdom",2.1
"1965",1965,6628,537160,"21870","I CAN ONLY PLEASE ONE PERSON MUG",12,"12/5/2010 13:18",1.25,14161,"United Kingdom",15
"1966",1966,6629,537160,"21868","POTTING SHED TEA MUG",6,"12/5/2010 13:18",1.25,14161,"United Kingdom",7.5
"1967",1967,6630,537160,"22187","GREEN CHRISTMAS TREE CARD HOLDER",4,"12/5/2010 13:18",4.25,14161,"United Kingdom",17
"2112",2112,6900,537197,"22843","BISCUIT TIN VINTAGE GREEN",2,"12/5/2010 14:02",6.75,12647,"Germany",13.5
"2113",2113,6901,537197,"22842","BISCUIT TIN VINTAGE RED",2,"12/5/2010 14:02",6.75,12647,"Germany",13.5
"2114",2114,6902,537197,"22961","JAM MAKING SET PRINTED",12,"12/5/2010 14:02",1.45,12647,"Germany",17.4
"2115",2115,6903,537197,"22962","JAM JAR WITH PINK LID",12,"12/5/2010 14:02",0.85,12647,"Germany",10.2
"2116",2116,6904,537197,"22963","JAM JAR WITH GREEN LID",12,"12/5/2010 14:02",0.85,12647,"Germany",10.2
"2117",2117,6905,537197,"84997D","PINK 3 PIECE POLKADOT CUTLERY SET",6,"12/5/2010 14:02",3.75,12647,"Germany",22.5
"2118",2118,6906,537197,"22199","FRYING PAN RED RETROSPOT",4,"12/5/2010 14:02",4.25,12647,"Germany",17
"2119",2119,6907,537197,"22200","FRYING PAN PINK POLKADOT",4,"12/5/2010 14:02",4.25,12647,"Germany",17
"2120",2120,6908,537197,"22505","MEMO BOARD COTTAGE DESIGN",4,"12/5/2010 14:02",4.95,12647,"Germany",19.8
"2121",2121,6909,537197,"22507","MEMO BOARD RETROSPOT  DESIGN",4,"12/5/2010 14:02",4.95,12647,"Germany",19.8
"2122",2122,6910,537197,"84050","PINK HEART SHAPE EGG FRYING PAN",6,"12/5/2010 14:02",1.65,12647,"Germany",9.9
"2123",2123,6911,537197,"85055","FRENCH ENAMEL UTENSIL HOLDER",4,"12/5/2010 14:02",3.75,12647,"Germany",15
"2124",2124,6912,537197,"84968A","SET OF 16 VINTAGE ROSE CUTLERY",1,"12/5/2010 14:02",12.75,12647,"Germany",12.75
"2125",2125,6913,537197,"POST","POSTAGE",3,"12/5/2010 14:02",18,12647,"Germany",54
"2126",2126,6914,537197,"22624","IVORY KITCHEN SCALES",2,"12/5/2010 14:02",8.5,12647,"Germany",17
"2127",2127,6915,537197,"22847","BREAD BIN DINER STYLE IVORY",1,"12/5/2010 14:02",16.95,12647,"Germany",16.95
"2128",2128,6916,537198,"20685","DOORMAT RED RETROSPOT",10,"12/5/2010 14:03",6.75,12647,"Germany",67.5
"2129",2129,6917,537198,"POST","POSTAGE",1,"12/5/2010 14:03",18,12647,"Germany",18
"2230",2230,7393,537218,"85016","SET OF 6 VINTAGE NOTELETS KIT",6,"12/5/2010 15:46",2.55,12763,"Japan",15.3
"2231",2231,7394,537218,"21506","FANCY FONT BIRTHDAY CARD, ",12,"12/5/2010 15:46",0.42,12763,"Japan",5.04
"2232",2232,7395,537218,"22716","CARD CIRCUS PARADE",12,"12/5/2010 15:46",0.42,12763,"Japan",5.04
"2233",2233,7396,537218,"22983","CARD BILLBOARD FONT",12,"12/5/2010 15:46",0.42,12763,"Japan",5.04
"2234",2234,7397,537218,"22030","SWALLOWS GREETING CARD",12,"12/5/2010 15:46",0.42,12763,"Japan",5.04
"2235",2235,7398,537218,"22984","CARD GINGHAM ROSE",12,"12/5/2010 15:46",0.42,12763,"Japan",5.04
"2236",2236,7399,537218,"85015","SET OF 12  VINTAGE POSTCARD SET",6,"12/5/2010 15:46",2.55,12763,"Japan",15.3
"2237",2237,7400,537218,"21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",12,"12/5/2010 15:46",1.69,12763,"Japan",20.28
"2238",2238,7401,537218,"21080","SET/20 RED RETROSPOT PAPER NAPKINS",12,"12/5/2010 15:46",0.85,12763,"Japan",10.2
"2239",2239,7402,537218,"84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",12,"12/5/2010 15:46",0.85,12763,"Japan",10.2
"2240",2240,7403,537218,"21210","SET OF 72 RETROSPOT PAPER  DOILIES",24,"12/5/2010 15:46",1.45,12763,"Japan",34.8
"2241",2241,7404,537218,"84988","SET OF 72 PINK HEART PAPER DOILIES",24,"12/5/2010 15:46",1.45,12763,"Japan",34.8
"2242",2242,7405,537218,"22749","FELTCRAFT PRINCESS CHARLOTTE DOLL",16,"12/5/2010 15:46",3.75,12763,"Japan",60
"2243",2243,7406,537218,"22750","FELTCRAFT PRINCESS LOLA DOLL",8,"12/5/2010 15:46",3.75,12763,"Japan",30
"2244",2244,7407,537218,"22751","FELTCRAFT PRINCESS OLIVIA DOLL",8,"12/5/2010 15:46",3.75,12763,"Japan",30
"2245",2245,7408,537218,"22940","FELTCRAFT CHRISTMAS FAIRY",8,"12/5/2010 15:46",4.25,12763,"Japan",34
"2978",2978,10010,537567,"90178A","AMBER CHUNKY GLASS+BEAD NECKLACE",1,"12/7/2010 11:59",11.95,18119,"United Kingdom",11.95
"2979",2979,10011,537567,"21864","UNION JACK FLAG PASSPORT COVER",1,"12/7/2010 11:59",2.1,18119,"United Kingdom",2.1
"2980",2980,10012,537567,"21916","SET 12 RETRO WHITE CHALK STICKS",1,"12/7/2010 11:59",0.42,18119,"United Kingdom",0.42
"2981",2981,10013,537567,"21866","UNION JACK FLAG LUGGAGE TAG",1,"12/7/2010 11:59",1.25,18119,"United Kingdom",1.25
"2982",2982,10014,537567,"21916","SET 12 RETRO WHITE CHALK STICKS",1,"12/7/2010 11:59",0.42,18119,"United Kingdom",0.42
"2983",2983,10015,537567,"20751","FUNKY WASHING UP GLOVES ASSORTED",1,"12/7/2010 11:59",2.1,18119,"United Kingdom",2.1
"2984",2984,10016,537567,"21327","SKULLS WRITING SET",1,"12/7/2010 11:59",1.65,18119,"United Kingdom",1.65
"2985",2985,10017,537567,"21328","BALLOONS  WRITING SET",1,"12/7/2010 11:59",1.65,18119,"United Kingdom",1.65
"2986",2986,10018,537567,"21865","PINK UNION JACK  PASSPORT COVER",1,"12/7/2010 11:59",2.1,18119,"United Kingdom",2.1
"2987",2987,10019,537567,"21867","PINK UNION JACK  LUGGAGE TAG",1,"12/7/2010 11:59",1.25,18119,"United Kingdom",1.25
"2988",2988,10020,537567,"22438","BALLOON ART MAKE YOUR OWN FLOWERS",1,"12/7/2010 11:59",1.95,18119,"United Kingdom",1.95
"2989",2989,10021,537567,"22529","MAGIC DRAWING SLATE GO TO THE FAIR",1,"12/7/2010 11:59",0.42,18119,"United Kingdom",0.42
"2990",2990,10022,537567,"22530","MAGIC DRAWING SLATE DOLLY GIRL",1,"12/7/2010 11:59",0.42,18119,"United Kingdom",0.42
